X,Y,month,month_num,day,day_num,temp,wind,rain,RH,FFMC,DMC,DC,ISI,area,log_burned_area,burn_units
7,4,sep,9,fri,5,19.0,5.8,0.0,34,92.4,117.9,668.0,12.2,1.69,0.9895411936137477,High Burn
3,4,sep,9,sun,7,20.6,5.4,0.0,55,90.5,96.7,750.5,11.4,24.59,3.2422016501716975,High Burn
6,3,sep,9,fri,5,15.9,3.6,0.0,55,92.5,122.0,789.7,10.2,0.0,0.0,Low Burn
6,5,sep,9,sat,6,15.4,4.9,0.0,57,91.2,94.3,744.4,8.4,39.35,3.6975913947159578,High Burn
4,4,sep,9,mon,1,17.7,2.2,0.0,39,90.9,126.5,686.5,7.0,3.07,1.4036429994545037,High Burn
2,5,sep,9,tue,2,17.6,3.1,0.0,46,91.0,129.5,692.6,7.0,7.04,2.0844290831908747,High Burn
5,4,sep,9,wed,3,21.9,1.8,0.0,35,92.9,133.3,699.6,9.2,2.57,1.2725655957915476,High Burn
1,5,sep,9,mon,1,21.0,2.2,0.0,42,90.9,126.5,686.5,7.0,7.3,2.1162555148025524,High Burn
8,5,sep,9,sun,7,17.8,2.2,0.0,67,89.7,90.0,704.4,4.8,2.01,1.1019400787607843,High Burn
8,6,sep,9,sat,6,17.8,1.8,0.0,56,92.5,121.1,674.4,8.6,1.95,1.0818051703517284,High Burn
6,5,sep,9,fri,5,10.3,4.0,0.0,78,90.3,290.0,855.3,7.4,18.3,2.9601050959108397,High Burn
4,3,sep,9,sun,7,20.4,4.9,0.0,55,90.5,96.7,750.5,11.4,3.64,1.534714366238164,High Burn
1,5,sep,9,sat,6,29.6,2.7,0.0,27,93.4,145.4,721.4,8.1,1.46,0.9001613499442714,High Burn
4,5,sep,9,sun,7,13.8,7.6,0.0,77,91.0,276.3,825.1,7.1,0.0,0.0,Low Burn
1,4,sep,9,fri,5,21.1,2.2,0.0,39,92.5,122.0,789.7,10.2,8.12,2.21046980408624,High Burn
6,5,sep,9,fri,5,18.4,2.2,0.0,42,92.5,122.0,789.7,10.2,1.09,0.7371640659767197,Low Burn
4,3,sep,9,fri,5,17.3,4.0,0.0,45,92.5,122.0,789.7,10.2,3.94,1.597365331199831,High Burn
7,4,sep,9,fri,5,15.2,3.1,0.0,64,88.2,55.2,732.3,11.6,0.52,0.41871033485818504,Low Burn
4,3,sep,9,tue,2,15.9,2.2,0.0,53,91.9,111.7,770.3,6.5,2.93,1.3686394258811698,High Burn
6,5,sep,9,tue,2,21.1,2.7,0.0,35,91.9,111.7,770.3,6.5,5.65,1.8946168546677629,High Burn
6,5,sep,9,tue,2,19.6,3.1,0.0,45,91.9,111.7,770.3,6.5,20.03,3.0459499897146083,High Burn
4,5,sep,9,tue,2,15.9,5.4,0.0,38,91.1,132.3,812.1,12.5,1.75,1.0116009116784799,High Burn
7,4,sep,9,sun,7,13.8,7.6,0.0,77,91.0,276.3,825.1,7.1,11.06,2.4898941912990393,High Burn
4,5,sep,9,wed,3,24.3,4.0,0.0,25,92.9,133.3,699.6,9.2,9.41,2.3427668826268775,High Burn
4,5,sep,9,tue,2,16.4,3.6,0.0,27,91.1,132.3,812.1,12.5,0.0,0.0,Low Burn
3,4,sep,9,tue,2,13.9,6.3,0.0,59,91.0,129.5,692.6,7.0,11.24,2.50470927708418,High Burn
8,6,sep,9,thu,4,23.7,4.5,0.0,25,93.7,80.9,685.2,17.9,1.12,0.7514160886839212,Low Burn
5,4,sep,9,fri,5,20.1,4.9,0.0,47,94.3,85.1,692.3,15.9,1.46,0.9001613499442714,High Burn
6,5,sep,9,sat,6,16.8,4.9,0.0,47,91.2,94.3,744.4,8.4,12.64,2.613006652415316,High Burn
8,5,oct,10,mon,1,16.7,4.9,0.0,47,84.9,32.8,664.2,3.0,0.0,0.0,Low Burn
7,4,oct,10,sat,6,14.6,1.3,0.0,33,90.6,43.7,686.9,6.7,0.0,0.0,Low Burn
3,5,oct,10,wed,3,15.9,3.6,0.0,46,91.4,37.9,673.8,5.2,0.0,0.0,Low Burn
8,6,oct,10,wed,3,20.2,2.7,0.0,37,91.4,37.9,673.8,5.2,13.7,2.6878474937846906,High Burn
2,5,oct,10,sun,7,15.4,0.9,0.0,35,92.6,46.5,691.8,8.8,0.0,0.0,Low Burn
7,4,oct,10,tue,2,18.0,0.9,0.0,33,90.6,35.4,669.1,6.7,0.0,0.0,Low Burn
8,6,oct,10,mon,1,19.1,4.0,0.0,32,84.9,32.8,664.2,3.0,5.44,1.8625285401162623,High Burn
7,4,oct,10,mon,1,16.8,4.5,0.0,45,91.7,48.5,696.1,11.1,6.83,2.057962510002712,High Burn
6,3,oct,10,tue,2,21.7,4.5,0.0,24,90.6,35.4,669.1,6.7,0.0,0.0,Low Burn
7,4,oct,10,fri,5,11.3,5.4,0.0,60,90.0,41.5,682.6,8.7,0.0,0.0,Low Burn
7,3,oct,10,sat,6,17.8,4.0,0.0,27,90.6,43.7,686.9,6.7,0.0,0.0,Low Burn
4,4,oct,10,sat,6,18.4,3.1,0.0,25,90.6,43.7,686.9,6.7,24.23,3.2280337626529665,High Burn
7,5,oct,10,mon,1,16.1,4.0,0.0,44,91.7,48.5,696.1,11.1,49.37,3.9193957597575593,High Burn
4,3,oct,10,sun,7,13.8,2.7,0.0,50,92.6,46.5,691.8,8.8,0.0,0.0,Low Burn
3,4,oct,10,sun,7,20.6,5.4,0.0,24,92.6,46.5,691.8,8.8,0.0,0.0,Low Burn
6,3,nov,11,tue,2,11.8,4.5,0.0,31,79.5,3.0,106.7,1.1,0.0,0.0,Low Burn
3,4,dec,12,mon,1,4.6,8.5,0.0,21,85.4,25.4,349.7,2.6,10.73,2.462149662665384,High Burn
4,4,dec,12,mon,1,4.6,8.5,0.0,21,85.4,25.4,349.7,2.6,17.85,2.93651291389402,High Burn
4,6,dec,12,thu,4,5.1,4.9,0.0,61,84.6,26.4,352.0,2.0,5.38,1.8531680973566984,High Burn
4,6,dec,12,fri,5,2.2,4.9,0.0,59,84.7,26.7,352.6,4.1,9.27,2.329227023940467,High Burn
8,6,dec,12,wed,3,5.1,8.0,0.0,61,84.0,27.8,354.6,5.3,11.19,2.5006159434931803,High Burn
6,5,dec,12,tue,2,5.1,8.5,0.0,24,85.4,25.4,349.7,2.6,24.77,3.2492110246642736,High Burn
4,6,dec,12,sun,7,4.8,8.5,0.0,57,84.4,27.2,353.5,6.8,8.98,2.300583090323373,High Burn
4,4,dec,12,mon,1,4.6,8.5,0.0,21,85.4,25.4,349.7,2.6,9.77,2.3767644911682972,High Burn
4,4,dec,12,mon,1,4.6,8.5,0.0,21,85.4,25.4,349.7,2.6,22.03,3.136797713832594,High Burn
